,post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,label
4776,583643379294142464,Thu Apr 02 14:53:19 +0000 2015,@WorshamLauren definitely go for a milkshake because you can make it last longer!,20863408,104,247,2752,3268,0,1
4777,583469907364474880,Thu Apr 02 03:24:00 +0000 2015,Doggy face!  With his diaper in the background. http://t.co/CNTKwtIXP7,20863408,104,247,2752,3268,0,1
4778,583417054964948992,Wed Apr 01 23:53:59 +0000 2015,"To this day, Frasier remains my all time favorite show.  Not to mention it taught me words I otherwise wouldn't have known for my SATs.",20863408,104,247,2752,3268,0,1
4779,583414689125765120,Wed Apr 01 23:44:35 +0000 2015,@ambbroadway you're like my Twitter bff because you favorite all the things I type even if they're dumb. 👍,20863408,104,247,2752,3268,0,1
4780,517704329940467713,Thu Oct 02 15:55:05 +0000 2014,I was diagnosed with depression . understand my tweets now?,1015648590,119,109,757,1300,0,1
4781,517649461028618240,Thu Oct 02 12:17:03 +0000 2014,tft the substitute teacher told Leslie to sit down when she asked what her name was..,1015648590,119,109,757,1300,0,1
4782,517649192563798016,Thu Oct 02 12:15:59 +0000 2014,@owen_blevins amen lol,1015648590,119,109,757,1300,0,1
4783,517635326920388608,Thu Oct 02 11:20:53 +0000 2014,"""only know you love her when you let her go... and you let her go.""",1015648590,119,109,757,1300,0,1
4784,517635148725379072,Thu Oct 02 11:20:11 +0000 2014,RT @MacMiller: Who Tryna live?,1015648590,119,109,757,1300,1855,1
4785,517347004809494528,Wed Oct 01 16:15:12 +0000 2014,""" if he asked me back out within the next few days , I'd say yes a thousand times. "" -Penelope Rose",1015648590,119,109,757,1300,0,1
4786,517346685153206272,Wed Oct 01 16:13:56 +0000 2014,"RT @TheTeensHub: Give me back that kind of ache, the pain that no medicine can relieve, the hurt I get in my stomach from laughing so hard.…",1015648590,119,109,757,1300,8,1
4787,517343396428775426,Wed Oct 01 16:00:52 +0000 2014,bc I love one person &amp; one person only. they know who they are. shout out to you. #wisheverythingwasthesameagain,1015648590,119,109,757,1300,0,1
4788,517272230842343424,Wed Oct 01 11:18:04 +0000 2014,the fuck with that. 🔫,1015648590,119,109,757,1300,0,1
4789,517271752993685504,Wed Oct 01 11:16:11 +0000 2014,RT @TheTeensHub: Don't give up on things that make you smile.,1015648590,119,109,757,1300,25,1
4790,517271637000212481,Wed Oct 01 11:15:43 +0000 2014,RT @Dory: There are two types of people in this world http://t.co/HxHUgDBw2Z,1015648590,119,109,757,1300,1957,1
4791,517010989670498305,Tue Sep 30 18:00:00 +0000 2014,i fucking hate this feeling that i feel.,1015648590,119,109,757,1300,0,1
4792,516909729940242432,Tue Sep 30 11:17:37 +0000 2014,if only someone knew. 💁,1015648590,119,109,757,1300,0,1
4793,516909311336132609,Tue Sep 30 11:15:58 +0000 2014,"RT @TheTeensHub: We're not as close as we used to be, but I'm here for you if you need me.",1015648590,119,109,757,1300,20,1
4794,516600018284068864,Mon Sep 29 14:46:56 +0000 2014,RT @TheTeensHub: I want to be the person you're afraid to lose.,1015648590,119,109,757,1300,22,1
4795,516596462286041088,Mon Sep 29 14:32:49 +0000 2014,"hope everyone's having fun, bc im going to have an 8 hour ride .",1015648590,119,109,757,1300,0,1
4796,516461090876960768,Mon Sep 29 05:34:54 +0000 2014,"it was a well spent day at the beach, for my first time! ❤ http://t.co/uC9sBCKk5v",1015648590,119,109,757,1300,0,1
4797,516460183493816320,Mon Sep 29 05:31:17 +0000 2014,RT @insuIting: i’m a nice person i just hate everyone,1015648590,119,109,757,1300,1275,1
4798,516460112303882240,Mon Sep 29 05:31:00 +0000 2014,RT @ilovegracey333: I would retweet this a million times if i could. http://t.co/73oRACVKFe,1015648590,119,109,757,1300,31746,1
4799,516118685980037120,Sun Sep 28 06:54:18 +0000 2014,"i can talk to you, about you, &amp; of you. the only reason i do it, is bc i have enough hope for the both of us. ❤",1015648590,119,109,757,1300,0,1
4800,516117597226799104,Sun Sep 28 06:49:58 +0000 2014,RT @owen_blevins: change is not always good,1015648590,119,109,757,1300,1,1
4801,516085991678160897,Sun Sep 28 04:44:23 +0000 2014,RT @TheLifeDiaries: I wish i could be with you forever.,1015648590,119,109,757,1300,921,1
4802,516067747047161856,Sun Sep 28 03:31:53 +0000 2014,"late night running, by myself, &amp; music. i guess i could, &amp; i guess i will.",1015648590,119,109,757,1300,0,1
4803,516060025597743105,Sun Sep 28 03:01:12 +0000 2014,wanted? not so much. 😭,1015648590,119,109,757,1300,0,1
4804,516057853812281345,Sun Sep 28 02:52:34 +0000 2014,"yeah, I can cry .",1015648590,119,109,757,1300,0,1
4805,515978436356370432,Sat Sep 27 21:37:00 +0000 2014,RT @SoDamnTrue: this lipstick looks good on yr lips http://t.co/Mkvory1d3u,1015648590,119,109,757,1300,2502,1
4806,515970232889126912,Sat Sep 27 21:04:24 +0000 2014,"i love you so fucking much, no body understands. im so sorry for that. lost? so much",1015648590,119,109,757,1300,0,1
4807,515967994212937729,Sat Sep 27 20:55:30 +0000 2014,could you please talk to me 😏,1015648590,119,109,757,1300,0,1
4808,515967505215811587,Sat Sep 27 20:53:34 +0000 2014,RT @TweetLikeAGirI: Things to remember 😊 http://t.co/pgbSDyd9ua,1015648590,119,109,757,1300,16530,1
4809,515850017446580224,Sat Sep 27 13:06:42 +0000 2014,"awake at 8 AM, okay.",1015648590,119,109,757,1300,0,1
4810,515729631287455744,Sat Sep 27 05:08:20 +0000 2014,"please, just understand ?",1015648590,119,109,757,1300,0,1
4811,515724720638279681,Sat Sep 27 04:48:49 +0000 2014,this is really fucking depressing.,1015648590,119,109,757,1300,0,1
4812,515724666456260608,Sat Sep 27 04:48:36 +0000 2014,RT @Real_Liam_Payne: I'm sooooooooo boredddddddddddddddddddd,1015648590,119,109,757,1300,111367,1
4813,515690862886797313,Sat Sep 27 02:34:17 +0000 2014,""" thank you everyone, for telling me im not worth it .""",1015648590,119,109,757,1300,0,1
4814,515686719812022272,Sat Sep 27 02:17:49 +0000 2014,really wish you'd answer me. 😏,1015648590,119,109,757,1300,0,1
4815,514808401248153600,Wed Sep 24 16:07:42 +0000 2014,why do you gotta be so mean?,1015648590,119,109,757,1300,0,1
4816,514808170632724482,Wed Sep 24 16:06:47 +0000 2014,RT @SpeakComedy: Best words I've seen all week long http://t.co/XhZCSkcLoR,1015648590,119,109,757,1300,1262,1
4817,514808055272579073,Wed Sep 24 16:06:19 +0000 2014,RT @foxygrandpa62: barnacles I HATE the pill http://t.co/RnY5ZPoCFo,1015648590,119,109,757,1300,582,1
4818,514808004336955394,Wed Sep 24 16:06:07 +0000 2014,RT @foxygrandpa62: now let's see how squidward prepares for HIS shift... http://t.co/5IoVV409NA,1015648590,119,109,757,1300,723,1
4819,514807859851579393,Wed Sep 24 16:05:33 +0000 2014,RT @SoDamnTrue: When you're being sarcastic and someone asks if you're being serious http://t.co/OaTjWMatAx,1015648590,119,109,757,1300,3237,1
4820,514442515291054080,Tue Sep 23 15:53:48 +0000 2014,"please, dont even forget. I will put my gun on you. 😂🔫",1015648590,119,109,757,1300,0,1
4821,513018676157898753,Fri Sep 19 17:35:58 +0000 2014,Game day biotches.,1015648590,119,109,757,1300,0,1
4822,513018026632151040,Fri Sep 19 17:33:23 +0000 2014,RT @Samantha_C44: its game day bitches😈🏈🔴💯,1015648590,119,109,757,1300,1,1
4823,512993623030640640,Fri Sep 19 15:56:25 +0000 2014,"Bitch, I think not",1015648590,119,109,757,1300,0,1
4824,512944627700469760,Fri Sep 19 12:41:43 +0000 2014,"CMHS today, fight for the shield, flannels , Jorts. Gotta love the castle. #knightnation",1015648590,119,109,757,1300,0,1
4825,512926319622234113,Fri Sep 19 11:28:58 +0000 2014,Happy couples = me &amp; sleep,1015648590,119,109,757,1300,0,1
4826,512923031694753792,Fri Sep 19 11:15:55 +0000 2014,RT @KaileyDaytonaCh: It's game day y'all 🏈💪 #BattleForTheShield #rideordie #beathuntington,1015648590,119,109,757,1300,8,1
4827,512922507285106688,Fri Sep 19 11:13:50 +0000 2014,"Homecoming just isn't for me my freshman, im not going.",1015648590,119,109,757,1300,0,1
4828,512675560191836160,Thu Sep 18 18:52:33 +0000 2014,"Liz , Monday comes soon!",1015648590,119,109,757,1300,0,1
4829,512630871229468672,Thu Sep 18 15:54:58 +0000 2014,"Dear Jesus, bring me christmas",1015648590,119,109,757,1300,0,1
4830,512563353324380161,Thu Sep 18 11:26:41 +0000 2014,"well, no homecoming date. 💔",1015648590,119,109,757,1300,0,1
4831,512239820182409218,Wed Sep 17 14:01:04 +0000 2014,"uhm, duh 😐",1015648590,119,109,757,1300,0,1
4832,512201054168297472,Wed Sep 17 11:27:02 +0000 2014,KARLI! HAPPY BIRTHDAY! I LOVE YOU ❤,1015648590,119,109,757,1300,0,1
4833,511934138698715136,Tue Sep 16 17:46:24 +0000 2014,I hate that my phones on 12% &amp; I still have a whole damn bus ride home after school 🔫,1015648590,119,109,757,1300,0,1
4834,511930876461322242,Tue Sep 16 17:33:26 +0000 2014,"throw happiness &amp; kindness around like confetti. 😂 yeah, no thank you. 🔫",1015648590,119,109,757,1300,0,1
4835,511930067392688128,Tue Sep 16 17:30:13 +0000 2014,RT @asvp_ruffin: I wanna be so famous that somebody makes a parody account of me.,1015648590,119,109,757,1300,1,1
4836,511926941679886336,Tue Sep 16 17:17:48 +0000 2014,"I love nothing, but one person 💔 yeah, I mean it 💔",1015648590,119,109,757,1300,0,1
4837,511902275892445184,Tue Sep 16 15:39:48 +0000 2014,"RT @owen_blevins: If that ever shows up on my phone again, its getting trashed, plain an simple 📵",1015648590,119,109,757,1300,2,1
4838,511838889519357952,Tue Sep 16 11:27:55 +0000 2014,"uhm, ugh",1015648590,119,109,757,1300,0,1
4839,511834979547238400,Tue Sep 16 11:12:23 +0000 2014,@des_gibson luhh yeeww,1015648590,119,109,757,1300,0,1
4840,511584998785560576,Mon Sep 15 18:39:03 +0000 2014,"Uhh, you a thot. ✋",1015648590,119,109,757,1300,0,1
4841,511569500584804352,Mon Sep 15 17:37:28 +0000 2014,wwjd w/out Desiree'? @des_gibson 😘,1015648590,119,109,757,1300,1,1
4842,511555065241677825,Mon Sep 15 16:40:06 +0000 2014,I guess im not welcome anymore. 💁,1015648590,119,109,757,1300,0,1
4843,511547219661840386,Mon Sep 15 16:08:55 +0000 2014,@owen_blevins right.,1015648590,119,109,757,1300,0,1
4844,511547035133431808,Mon Sep 15 16:08:11 +0000 2014,I honestly wanna thank the motherfucker that just ruined my day.,1015648590,119,109,757,1300,0,1
4845,511475752316178432,Mon Sep 15 11:24:56 +0000 2014,In order to be happy: you gotta just be happy. http://t.co/oG0oZu0oVe,1015648590,119,109,757,1300,0,1
4846,511474187035488256,Mon Sep 15 11:18:43 +0000 2014,"""we are still in black in white people, unless you're Chinese. then you're yellow."" 😂 -not racist",1015648590,119,109,757,1300,0,1
4847,511473929958215681,Mon Sep 15 11:17:42 +0000 2014,"Im gonna tweet a lot today, bc well I can",1015648590,119,109,757,1300,0,1
4848,510124588651782144,Thu Sep 11 17:55:54 +0000 2014,"Hairy legs, but fell asleep curling my hair last night http://t.co/kSSOp5ctTI",1015648590,119,109,757,1300,0,1
4849,510124250989359104,Thu Sep 11 17:54:33 +0000 2014,RT @ohgirIquotes: text me this and I'm yours forever http://t.co/ZPaKGHdoZw,1015648590,119,109,757,1300,1099,1
4850,510121145354698752,Thu Sep 11 17:42:13 +0000 2014,"I love you, &amp; you know that",1015648590,119,109,757,1300,0,1
4851,510023604747374592,Thu Sep 11 11:14:37 +0000 2014,will you please just consider me again? 💔,1015648590,119,109,757,1300,0,1
4852,510023238140035072,Thu Sep 11 11:13:10 +0000 2014,RT @owen_blevins: No school for me tomorrow!!!,1015648590,119,109,757,1300,1,1
4853,509733308901908480,Wed Sep 10 16:01:05 +0000 2014,"im not okay, im not okay, im not okay 💔",1015648590,119,109,757,1300,0,1
4854,509661971067977729,Wed Sep 10 11:17:37 +0000 2014,i see you &amp; my heart skips a few beats 💔,1015648590,119,109,757,1300,0,1
4855,509661708387115009,Wed Sep 10 11:16:35 +0000 2014,RT @owen_blevins: Why do I drive to school? O yea to sit in the parking lot alone cause i get here to early,1015648590,119,109,757,1300,1,1
4856,509299161502846976,Tue Sep 09 11:15:57 +0000 2014,"i have dreams &amp; i have the right to chase them, so just please let me! 💔",1015648590,119,109,757,1300,0,1
4857,508937286273495040,Mon Sep 08 11:17:59 +0000 2014,RT @owen_blevins: Pain is weakness leaving the body,1015648590,119,109,757,1300,1,1
4858,508937252207329280,Mon Sep 08 11:17:51 +0000 2014,"RT @owen_blevins: K thank you so much, i actually tried...still didnt mean anything",1015648590,119,109,757,1300,1,1
4859,508018873363619841,Fri Sep 05 22:28:32 +0000 2014,gamee. 🙈 hope I don't go home crying this time. http://t.co/SQ5URRWt8y,1015648590,119,109,757,1300,0,1
4860,508014367632539649,Fri Sep 05 22:10:38 +0000 2014,"take one step at time, bc i don't wanna move on from what i really had 💔💁",1015648590,119,109,757,1300,0,1
4861,508014170592514050,Fri Sep 05 22:09:51 +0000 2014,RT @owen_blevins: Shoukd I try anymore?,1015648590,119,109,757,1300,1,1
4862,507645296369995776,Thu Sep 04 21:44:04 +0000 2014,"im sorry, but im. im just not over you. 💔",1015648590,119,109,757,1300,0,1
4863,507125638692884481,Wed Sep 03 11:19:08 +0000 2014,A life is something beautiful to live. ❤,1015648590,119,109,757,1300,0,1
4864,536986520834805760,Mon Nov 24 20:55:37 +0000 2014,Kudos on the depression storyline on #CoronationStreet - brilliantly acted. It's exactly how I felt before I was diagnosed. @itvcorrie,803100541,465,2057,933,2503,0,1
4865,536596650014539776,Sun Nov 23 19:06:25 +0000 2014,RT @MarvinHumes: Congrats to the @McBusted lads! Their debut tune 'Air Guitar' has gone straight in at no8 on the @BigTop40 http://t.co/eVT…,803100541,465,2057,933,2503,443,1
4866,536296982483324929,Sat Nov 22 23:15:39 +0000 2014,"RT @bastilledan: So, this ""Torn Apart"" song is coming out as a single &amp; it would be awesome and mean a lot if you lot grabbed a copy 
https…",803100541,465,2057,933,2503,492,1
4867,536296970873487360,Sat Nov 22 23:15:36 +0000 2014,@bastilledan thanks for the message! I can't reply because you don't follow me :(,803100541,465,2057,933,2503,0,1
4868,536270483134873602,Sat Nov 22 21:30:21 +0000 2014,RT @megzy_26: Ohhhh I want my own david guetta 🙊🙊,803100541,465,2057,933,2503,2,1
4869,536270257309368321,Sat Nov 22 21:29:27 +0000 2014,RT @davidguetta: Wow! The album is already top2 on American iTunes :) Woop Woop !! http://t.co/drEajdvDjw,803100541,465,2057,933,2503,417,1
4870,536270222676987904,Sat Nov 22 21:29:19 +0000 2014,RT @BenefitUK: Well he's a very jolly fellow 😝 @davidguetta,803100541,465,2057,933,2503,7,1
4871,536269953557876737,Sat Nov 22 21:28:14 +0000 2014,Stereo Kicks smashed it once again tonight 😊 #StereoKicks #XFactor @StereoKicks,803100541,465,2057,933,2503,0,1
4872,536269640406925313,Sat Nov 22 21:27:00 +0000 2014,I LOVE YOU MR GUETTA! #DavidGuetta #XFactor @TheXFactor @davidguetta,803100541,465,2057,933,2503,1,1
4873,536115429945913344,Sat Nov 22 11:14:13 +0000 2014,"Oi Steph, I was born in Kettering ;) #CoronationStreet",803100541,465,2057,933,2503,0,1
4874,536102076166991872,Sat Nov 22 10:21:09 +0000 2014,Look what came!!!!! Going to be annoying the neighbours today ;) @mcbusted #McBustedAirGuitar http://t.co/kFAM2KvVJ6,803100541,465,2057,933,2503,0,1
4875,535500413852979201,Thu Nov 20 18:30:22 +0000 2014,Just caught up with #TeenMom - how an earth can she look after kids if she can't even look after the dogs? Sickening.,803100541,465,2057,933,2503,0,1
4876,534258040837791744,Mon Nov 17 08:13:37 +0000 2014,@JamesBourne #askjb Will you marry me?  😊👰💍💐,803100541,465,2057,933,2503,1,1
4877,534257217676259329,Mon Nov 17 08:10:21 +0000 2014,@JamesBourne #askjb would you rather fight off a dog sized cockroach or a horse sized rat? 😆,803100541,465,2057,933,2503,0,1
4878,534256927040360448,Mon Nov 17 08:09:12 +0000 2014,@JamesBourne #askjb What's the sweetest thing a fan has ever done? ☺,803100541,465,2057,933,2503,0,1
4879,534256412768350208,Mon Nov 17 08:07:09 +0000 2014,@JamesBourne #askjb what do you want for xmas this year? 🎅🎄,803100541,465,2057,933,2503,0,1
4880,534254934544642049,Mon Nov 17 08:01:17 +0000 2014,Would you rather have a head the size of a tennis ball or the size of a watermelon? #Interesting #askjb @JamesBourne,803100541,465,2057,933,2503,0,1
4881,534254309975003136,Mon Nov 17 07:58:48 +0000 2014,#askjb @JamesBourne tell me a joke? 😊,803100541,465,2057,933,2503,0,1
4882,534253990163529729,Mon Nov 17 07:57:31 +0000 2014,#askjb @JamesBourne tell me something lovely to cure this tiredness? 😊,803100541,465,2057,933,2503,0,1
4883,534253107602276352,Mon Nov 17 07:54:01 +0000 2014,Forever hoping @JamesBourne notices my tweets 😢,803100541,465,2057,933,2503,0,1
4884,534250772935245824,Mon Nov 17 07:44:44 +0000 2014,@JamesBourne I love you so much 😊,803100541,465,2057,933,2503,0,1
4885,534119412924571648,Sun Nov 16 23:02:46 +0000 2014,@JamesBourne @mcbusted you guys were f***ing awesome on Strictly. #NailedIt 😙,803100541,465,2057,933,2503,0,1
4886,533763843638689794,Sat Nov 15 23:29:51 +0000 2014,@tommcfly #asktbag I love you xxx,803100541,465,2057,933,2503,0,1
4887,533763728882540547,Sat Nov 15 23:29:24 +0000 2014,@tommcfly #asktbag Which Xmas advert is best? I think Sainsburys :),803100541,465,2057,933,2503,0,1
4888,533763415853248512,Sat Nov 15 23:28:09 +0000 2014,Can you give me tips on how to take a good selfie? #asktbag @tommcfly,803100541,465,2057,933,2503,0,1
4889,533763126140108800,Sat Nov 15 23:27:00 +0000 2014,What do you want from Santa this year? #asktbag @tommcfly,803100541,465,2057,933,2503,0,1
4890,533762907407155200,Sat Nov 15 23:26:08 +0000 2014,@tommcfly #asktbag would you ever do Strictly Come Dancing?,803100541,465,2057,933,2503,0,1
4891,533737200333377536,Sat Nov 15 21:43:59 +0000 2014,If she wins I will eat my hat. #XFactor,803100541,465,2057,933,2503,0,1
4892,533736962663153664,Sat Nov 15 21:43:02 +0000 2014,That was shite. I swear the judges listen to something else. She is NOT a star. Bang bang is not a big band song either. Eurgh. #XFactor,803100541,465,2057,933,2503,0,1
4893,533736310184628224,Sat Nov 15 21:40:27 +0000 2014,Piss off Fleur. You'll never be famous. And talk about murder a good song! #XFactor #Yawn,803100541,465,2057,933,2503,0,1
4894,533712964449484800,Sat Nov 15 20:07:41 +0000 2014,"RT @simonwebbe1: Team Simon are all @bbcstrictly tonight so when lines open please vote for @simonwebbe1
LANDLINE: 090 15 2252 11
MOBILE: 6…",803100541,465,2057,933,2503,82,1
4895,533712539306450944,Sat Nov 15 20:05:59 +0000 2014,@TomMannMusic @StereoKicks you'll smash it :) I have no doubt 💕,803100541,465,2057,933,2503,0,1
4896,533712407575932928,Sat Nov 15 20:05:28 +0000 2014,RT @TomMannMusic: 24 hours to learn a song. Let's do our best boys @StereoKicks,803100541,465,2057,933,2503,840,1
4897,533712200276660224,Sat Nov 15 20:04:39 +0000 2014,RT @CharlieKing85: I think @MarkWright_ is going to go all the way in this competition!! Massive well done #StrictlyComeDancing,803100541,465,2057,933,2503,15,1
4898,533711379220692992,Sat Nov 15 20:01:23 +0000 2014,@MarkWright_ you are perfection 😊 and I fell in love with you before Craig did 😅💕 #StrictlyComeDancing,803100541,465,2057,933,2503,0,1
4899,533710942824300544,Sat Nov 15 19:59:39 +0000 2014,Mark is smashing it! 👌😊 @bbcstrictly @MarkWright_ #StrictlyComeDancing,803100541,465,2057,933,2503,1,1
4900,533707800623718400,Sat Nov 15 19:47:10 +0000 2014,Yes! 38! So well deserved Simon 😙 @simonwebbe1 @bbcstrictly #StrictlyComeDancing,803100541,465,2057,933,2503,0,1
4901,533707123277180928,Sat Nov 15 19:44:28 +0000 2014,WINNER WINNER CHICKEN DINNER 😂 I bloody love Len #StrictlyComeDancing @bbcstrictly,803100541,465,2057,933,2503,0,1
4902,533706881035161600,Sat Nov 15 19:43:30 +0000 2014,I don't know how it is possible but Simon just got even hotter! #StrictlyComeDancing @BBCOne @simonwebbe1,803100541,465,2057,933,2503,0,1
4903,533350552466620417,Fri Nov 14 20:07:35 +0000 2014,I want some of Dot's eau de laundrette for Christmas @bbceastenders #ChildrenInNeed #EastendersDoGrease,803100541,465,2057,933,2503,0,1
4904,533345441182908416,Fri Nov 14 19:47:16 +0000 2014,Brian is rather engrossed in #ChildrenInNeed #Meow 😂😻👍 http://t.co/rru6RVKL7n,803100541,465,2057,933,2503,0,1
4905,533329033296363520,Fri Nov 14 18:42:04 +0000 2014,RT @SamStrike: Thanks for all the love this year guys. Means the world. Decided to bow out. couldn't have done it without you all . thanks …,803100541,465,2057,933,2503,221,1
4906,533328957584998400,Fri Nov 14 18:41:46 +0000 2014,Really will miss @SamStrike in @bbceastenders :( Good luck xoxo,803100541,465,2057,933,2503,0,1
4907,533328763128676352,Fri Nov 14 18:41:00 +0000 2014,"RT @SamStrike: Thanks for the support . Ya beautiful bunch'a'beauts.
Your all awesome",803100541,465,2057,933,2503,101,1
4908,533014066286329856,Thu Nov 13 21:50:31 +0000 2014,RT @tommcfly: Royal Variety performance done. Honoured to be on it again. My mouth was drier than a plain Ryvita though.,803100541,465,2057,933,2503,344,1
4909,532991892842364928,Thu Nov 13 20:22:24 +0000 2014,RT @mattjwillis: Just played A song in front of royalty!!! Most nervous I’ve ever been for a performance EVER!!!,803100541,465,2057,933,2503,161,1
4910,532968899026124801,Thu Nov 13 18:51:02 +0000 2014,"RT @mcflyharry: 😳RT @TheMindBlowing: Born in Hawaii, Zoe is the only known captive golden zebra in existence: http://t.co/LoEKtZUsfO",803100541,465,2057,933,2503,204,1
4911,532595133699874816,Wed Nov 12 18:05:49 +0000 2014,"I wish I'd applied for Coach Trip. Alex, Will and Craig 👌 #CoachTrip @C4CoachTrip",803100541,465,2057,933,2503,1,1
4912,532594402578137089,Wed Nov 12 18:02:55 +0000 2014,RT @Hollyoaks: You've got half an hour before you're going to be glued to your seats for #HollyoaksEndOfTheLine... use it wisely by grabbin…,803100541,465,2057,933,2503,64,1
4913,532593017778339841,Wed Nov 12 17:57:25 +0000 2014,Wahey! Well done Leo and Jack 😊 - best contestants ever! #Pointless @BBCOne,803100541,465,2057,933,2503,0,1
4914,532172857120661504,Tue Nov 11 14:07:51 +0000 2014,RT @LiveNationUK: 1 year ago we met this lot. Today... round 2! Get @mcbusted tickets here: http://t.co/ayJQClJ2rm #1YearOfMcBusted http://…,803100541,465,2057,933,2503,159,1
4915,531879277470683136,Mon Nov 10 18:41:16 +0000 2014,I knew it was coming but nothing could have prepared me...not my Casey 😢💔👎 @lincolnyounes1 @channel5_tv @HomeandAwayTV  #HomeAndAway,803100541,465,2057,933,2503,1,1
4916,531581972486045696,Sun Nov 09 22:59:53 +0000 2014,RT @JordiWhitworth: Still Following an DM'ing! RT.,803100541,465,2057,933,2503,1234,1
4917,531202846931550208,Sat Nov 08 21:53:22 +0000 2014,"@OverloadGen @JosephDevries nope, im 99.9% sure I am a unicorn 😊",803100541,465,2057,933,2503,0,1
4918,531202372031492096,Sat Nov 08 21:51:29 +0000 2014,Monkey can't stop rocking his air guitar! #McBustedAirGuitar @mcbusted @itsDannyJones @mattjwillis http://t.co/Bnlri5IMHN,803100541,465,2057,933,2503,1,1
4919,531198813990813696,Sat Nov 08 21:37:21 +0000 2014,Monkey says: #VoteForStereoKicksTonight #EveryoneVoteForStereoKicks @StereoKicks 😍 http://t.co/lUlfZSrDkw,803100541,465,2057,933,2503,0,1
4920,531198655844589568,Sat Nov 08 21:36:43 +0000 2014,I want to visit Andrea's family in Italia! So cute! And the food looks amazing! #XFactor,803100541,465,2057,933,2503,0,1
4921,531197228350996482,Sat Nov 08 21:31:03 +0000 2014,Oh Andrea is just the sweetest 😙 #XFactor,803100541,465,2057,933,2503,0,1
4922,531197063531614209,Sat Nov 08 21:30:23 +0000 2014,@itsDannyJones me neither!!! BOURNEMOUTH here I come! Counting down the days 😍,803100541,465,2057,933,2503,0,1
4923,531195780284293122,Sat Nov 08 21:25:17 +0000 2014,@StereoKicks Already voted 5 times - you babes 😍 #SmashedIt,803100541,465,2057,933,2503,0,1
4924,531195006577836034,Sat Nov 08 21:22:13 +0000 2014,Am I the only one who doesn't like Fleur? #Yawn #XFactor,803100541,465,2057,933,2503,0,1
4925,531193109502525440,Sat Nov 08 21:14:41 +0000 2014,YES YES YES! SMASHED IT! Everyone vote for #StereoKicks 😍 #XFactor @StereoKicks @TheXFactor,803100541,465,2057,933,2503,0,1
4926,531179117878996992,Sat Nov 08 20:19:05 +0000 2014,Already cast my 5 votes 😊 @StereoKicks @TheXFactor,803100541,465,2057,933,2503,0,1
4927,531144689978990592,Sat Nov 08 18:02:16 +0000 2014,@tommcfly that's a lovely thought 😂,803100541,465,2057,933,2503,0,1
4928,531144628163325952,Sat Nov 08 18:02:02 +0000 2014,RT @tommcfly: You know when you’ve already started pooping &amp; you realise there’s only 1 sheet of loo roll left…that’s the Gods of Poop chal…,803100541,465,2057,933,2503,291,1
4929,531013687478595584,Sat Nov 08 09:21:43 +0000 2014,"RT @ImagineFMStudio: Very special #FridayFreebie - an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner Monday. ht…",803100541,465,2057,933,2503,746,1
4930,531013679240974339,Sat Nov 08 09:21:41 +0000 2014,"RT @ImagineFMStudio: Very special #FridayFreebie - an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner on Mon. ht…",803100541,465,2057,933,2503,223,1
4931,531013665609498624,Sat Nov 08 09:21:38 +0000 2014,"RT @ImagineFMStudio: Very special #FridayFreebie - an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner on Mon htt…",803100541,465,2057,933,2503,359,1
4932,531013600018964480,Sat Nov 08 09:21:22 +0000 2014,"RT @ImagineFMStudio: Very special #FridayFreebie - an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner on Monday …",803100541,465,2057,933,2503,205,1
4933,531013591005429760,Sat Nov 08 09:21:20 +0000 2014,"RT @ImagineFMStudio: Very special #FridayFreebie - an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner Monday htt…",803100541,465,2057,933,2503,191,1
4934,531013582826508288,Sat Nov 08 09:21:18 +0000 2014,"RT @ImagineFMStudio: We're giving away an Air Guitar promo, signed by all of @mcbusted. RT &amp; follow to enter. Winner on Monday. http://t.co…",803100541,465,2057,933,2503,195,1
4935,530925046945300480,Sat Nov 08 03:29:29 +0000 2014,RT @edsheeran: So devastated to hear Katie has passed away. Prayers are with her family.,803100541,465,2057,933,2503,8684,1
4936,530784553519300609,Fri Nov 07 18:11:13 +0000 2014,I absolutely love Will and Craig 😍 @C4CoachTrip #CoachTrip,803100541,465,2057,933,2503,1,1
4937,530641185308942336,Fri Nov 07 08:41:32 +0000 2014,@mcbusted 0 minutes...already got mine 😉😅,803100541,465,2057,933,2503,0,1
4938,530426890218401792,Thu Nov 06 18:30:00 +0000 2014,@itsDannyJones the video is bloomin amazing! So proud of you guys! 😊 #NailedIt #McBustedAirGuitar,803100541,465,2057,933,2503,0,1
4939,530414206546608130,Thu Nov 06 17:39:36 +0000 2014,THE VIDEO IS JUST AMAZING! 😍👌 #McBustedAirGuitar @mcbusted @itsDannyJones @tommcfly @DougiePoynter @mcflyharry @mattjwillis @JamesBourne,803100541,465,2057,933,2503,0,1
4940,530349612880904192,Thu Nov 06 13:22:55 +0000 2014,I've got my tickets!! See you in Bournemouth! My Nan is gutted I'm not bringing her 😉😅 @mcbusted @itsDannyJones,803100541,465,2057,933,2503,0,1
